gene,status,fr_status,yn_status,n_taxa,n_codons,yn_n_pairs,dN_hp_yn,dS_hp_yn,omega_hp_yn,dN_background_yn,dS_background_yn,omega_background_yn,yn_n_background_pairs,lnL_m0,np_m0,omega_m0,kappa_m0,tree_len_m0,tree_dN_m0,tree_dS_m0,dN_human_m0,dS_human_m0,omega_human_m0,dN_platypus_m0,dS_platypus_m0,omega_platypus_m0,dN_background_m0,dS_background_m0,omega_background_m0,n_branches_m0,lnL_m2,np_m2,tree_dN_m2,tree_dS_m2,omega_bg_m2,omega_plat_m2,dN_human_m2,dS_human_m2,omega_human_m2,dN_platypus_m2,dS_platypus_m2,omega_platypus_m2,dN_background_m2,dS_background_m2,omega_background_m2,n_branches_m2,lrt_m2_vs_m0,lrt_p_m2_vs_m0,m2_converged,dS_saturated
ENSG00000160049,ok,not_requested,ok,21,318,210.0,0.1018,0.8423,0.1209,0.12129122807017544,0.5526029239766082,0.1807,171.0,-9671.103755,42,0.25292,2.47063,9.55714,1.8449,7.2942,0.0014,0.0055,0.2529,0.028,0.1108,0.2529,1.8155,7.1778,0.2529326534592772,40,-9665.434099,43.0,1.8475,7.3922,0.26602,0.11836,0.0014,0.0054,0.266,0.0953,0.8054,0.1184,1.7505,6.5811,0.2659889684095364,40.0,11.339312000000064,0.0007588343159685265,True,False
ENSG00000160075,ok,not_requested,ok,23,191,253.0,0.0998,0.8281,0.1205,0.027331428571428572,0.77567,0.03515,210.0,-4489.539811,46,0.09058,2.14264,6.148855,0.6505,7.1816,0.0006,0.0062,0.0906,0.0094,0.1036,0.0906,0.6405,7.0715,0.09057484267835678,44,-4489.539811,47.0,0.6505,7.1816,0.09058,1.42717,0.0006,0.0062,0.0906,0.0,0.0,1.4272,0.6499,7.1752,0.09057587244954844,44.0,0.0,1.0,True,False
ENSG00000160111,timeout(3600s),not_requested,ok,17,1784,136.0,0.1601,1.4293,0.112,0.08230285714285714,0.7633371428571428,0.0896,105.0,-30843.224005,34,0.13943,3.40294,4.874488,0.6582,4.7209,0.0021,0.0149,0.1394,0.0365,0.2616,0.1394,0.6196,4.4447,0.13940198438589782,32,,,,,,,,,,,,,,,,,,,,
ENSG00000160888,ok,not_requested,ok,19,219,171.0,0.2296,1.9623,0.117,0.11150808823529412,0.8544117647058823,0.12725,136.0,-4291.778067,38,0.12652,3.27285,6.389954,0.8332,6.5851,0.0012,0.0098,0.1265,0.01,0.0794,0.1265,0.8219,6.4962,0.1265201194544503,36,-4291.778067,39.0,0.8332,6.5852,0.12652,2.94068,0.0012,0.0098,0.1265,0.0,0.0,2.9407,0.8319,6.5755,0.12651509390920843,36.0,0.0,1.0,True,False
ENSG00000161031,ok,not_requested,ok,23,605,253.0,0.3511,0.9493,0.3698,0.19597619047619047,0.6889042857142857,0.26739999999999997,210.0,-18558.623006,46,0.33658,2.9521,10.450853,2.2642,6.7272,0.0255,0.0757,0.3366,0.0,0.0,0.3366,2.2389,6.6512,0.3366159490016839,44,-18550.250207,47.0,2.2631,6.9641,0.35061,0.15655,0.026,0.0742,0.3506,0.144,0.92,0.1566,2.0932,5.9697000000000005,0.35063738546325607,44.0,16.745598000001337,4.2741312125046515e-05,True,False
ENSG00000161618,ok,not_requested,ok,23,802,253.0,0.2305,1.0869,0.2121,0.12074904761904762,0.5541471428571428,0.19795000000000001,210.0,-22060.417773,46,0.2188,3.0852,7.779115,1.3196,6.0313,0.005,0.0229,0.2188,0.0241,0.1101,0.2188,1.2905,5.8983,0.218791855280335,44,-22060.417773,47.0,1.3196,6.0313,0.21879,0.53024,0.005,0.0229,0.2188,0.0,0.0,0.5302,1.3146,6.0084,0.2187936888356301,44.0,0.0,1.0,True,False
ENSG00000161654,ok,not_requested,ok,22,189,231.0,0.0437,0.4347,0.1006,0.10800894736842105,0.24264210526315788,0.4454,190.0,-3626.097435,44,0.33146,1.40786,4.440935,0.9964,3.0062,0.0695,0.2097,0.3315,0.0167,0.0502,0.3315,0.9102,2.7463,0.33142773913993373,42,-3622.14946,45.0,1.0019,2.987,0.35593,0.13525,0.0717,0.2015,0.3559,0.0376,0.2777,0.1353,0.8928,2.5077,0.35602344778083506,42.0,7.895950000000084,0.004954560860563459,True,False
ENSG00000161980,ok,not_requested,ok,19,101,171.0,0.0221,1.2924,0.0171,0.024999264705882353,0.5061338235294117,0.0137,136.0,-1508.682485,38,0.04497,2.42452,3.846066,0.2133,4.7436,0.0006,0.0124,0.045,0.0121,0.2688,0.045,0.201,4.4623,0.045044035587029116,36,-1506.184021,39.0,0.2153,4.806,0.05166,0.01436,0.0006,0.0121,0.0517,0.0127,0.8846,0.0144,0.2023,3.9092,0.05174971861250384,36.0,4.996928000000025,0.025392349553020412,True,False
ENSG00000162191,ok,not_requested,ok,24,296,276.0,0.0526,1.7242,0.0305,0.04164199134199134,0.3976502164502164,0.0936,231.0,-6242.179531,48,0.11683,2.41608,4.913131,0.5349,4.5787,0.0009,0.0074,0.1168,0.0158,0.1352,0.1168,0.5183,4.4358,0.11684476306415978,46,-6235.690224,49.0,0.5347,4.83,0.12814,0.03953,0.0009,0.0072,0.1281,0.0376,0.9507,0.0395,0.4958,3.8723,0.12803760039253156,46.0,12.978613999999652,0.000315069113110432,True,False
ENSG00000162384,ok,not_requested,ok,24,159,276.0,0.1014,3.3139,0.0306,0.05941038961038961,0.5206160173160174,0.056,231.0,-3330.186783,48,0.10272,2.31957,6.313993,0.7047,6.8603,0.0,0.0,0.1027,0.0336,0.3273,0.1027,0.6707,6.5328,0.10266654420769042,46,-3330.186783,49.0,0.7047,6.8603,0.10272,0.25567,0.0,0.0,0.1027,0.0,0.0,0.2557,0.7043,6.8603000000000005,0.10266314884188737,46.0,0.0,1.0,True,False
ENSG00000162670,ok,not_requested,ok,23,741,253.0,0.0217,0.7916,0.0274,0.012473809523809524,0.5336457142857143,0.02425,210.0,-11438.683301,46,0.04276,1.82464,3.556054,0.185,4.3269,0.0004,0.0084,0.0428,0.0054,0.1273,0.0428,0.179,4.1911,0.04270955119181122,44,-11438.683302,47.0,0.185,4.3269,0.04276,0.14165,0.0004,0.0084,0.0428,0.0,0.0,0.1416,0.1844,4.3184000000000005,0.04270100037050759,44.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000163235,ok,not_requested,ok,24,159,276.0,0.1663,1.6047,0.1036,0.07190735930735931,0.45987965367965367,0.1021,231.0,-4759.272716,48,0.1957,2.18252,8.830819,1.4722,7.5227,0.0306,0.1562,0.1957,0.0453,0.2312,0.1957,1.3959,7.1351,0.19563846337122112,46,-4759.272716,49.0,1.4722,7.5227,0.1957,0.56777,0.0306,0.1562,0.1957,0.0,0.0,0.5678,1.4412,7.3664000000000005,0.19564509122502172,46.0,0.0,1.0,True,False
ENSG00000163462,ok,not_requested,ok,24,748,276.0,0.1135,2.5415,0.0447,0.017574458874458875,0.48492121212121214,0.0256,231.0,-12159.380515,48,0.03673,4.67373,6.092019,0.2937,7.9958,0.0001,0.004,0.0367,0.0164,0.4457,0.0367,0.27699999999999997,7.5458,0.036709162713032414,46,-12159.380515,49.0,0.2937,7.9958,0.03673,0.15467,0.0001,0.004,0.0367,0.0,0.0,0.1547,0.2933,7.9916,0.03670103608789229,46.0,0.0,1.0,True,False
ENSG00000163719,ok,not_requested,ok,24,648,276.0,0.0828,0.8095,0.1023,0.03608701298701299,0.3139030303030303,0.1132,231.0,-10899.708851,48,0.11363,3.0315,3.240977,0.3639,3.2028,0.0007,0.0062,0.1136,0.0145,0.1276,0.1136,0.3488,3.0686,0.1136674705077234,46,-10899.647436,49.0,0.3641,3.1998,0.11285,0.13305,0.0007,0.0062,0.1128,0.0195,0.1469,0.1331,0.3438,3.0465,0.11285081240768094,46.0,0.12283000000024913,0.7259851667194326,True,False
ENSG00000163728,ok,not_requested,ok,24,762,276.0,0.1028,0.8,0.1285,0.04286926406926407,0.3120021645021645,0.1299,231.0,-14208.033209,48,0.15852,2.35057,3.66434,0.548,3.4572,0.0003,0.0019,0.1585,0.038,0.2399,0.1585,0.5095,3.2154,0.15845617963550412,46,-14206.926551,49.0,0.5464,3.4847,0.16205,0.0001,0.0003,0.0019,0.1621,0.0,0.1129,0.0001,0.5461,3.3699,0.1620522864179946,46.0,2.213315999997576,0.1368242896885472,True,False
ENSG00000163870,ok,not_requested,ok,24,363,276.0,0.0735,1.22,0.0602,0.1566948051948052,0.9944818181818181,0.1016,231.0,-10643.39983,48,0.11144,2.61853,13.040833,1.617,14.5104,0.0,0.0,0.1114,0.001,0.0088,0.1114,1.6157,14.501199999999999,0.11141836537665849,46,-10643.399831,49.0,1.617,14.5102,0.11144,0.53191,0.0,0.0,0.1114,0.0,0.0,0.5319,1.6167,14.5099,0.11142047843196715,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000163930,ok,not_requested,ok,21,694,210.0,0.0821,1.3356,0.0615,0.03878538011695906,0.4717076023391813,0.0662,171.0,-12303.73028,42,0.08513,3.44221,4.079302,0.3667,4.3073,0.0007,0.0078,0.0851,0.0088,0.1033,0.0851,0.357,4.1961,0.0850790019303639,40,-12303.730281,43.0,0.3667,4.3073,0.08512,0.77526,0.0007,0.0078,0.0851,0.0,0.0,0.7753,0.3658,4.2994,0.08508163929850676,40.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000163933,ok,not_requested,ok,24,539,276.0,0.1533,0.6766,0.2266,0.07904545454545454,0.32454415584415586,0.2345,231.0,-11715.598437,48,0.22618,3.60152,4.634936,0.7531,3.3298,0.0012,0.0053,0.2262,0.0278,0.1229,0.2262,0.7244,3.2015,0.22626893643604562,46,-11713.790439,49.0,0.7527,3.3525,0.23255,0.0001,0.0012,0.0053,0.2326,0.0,0.1159,0.0001,0.7517,3.231,0.23265242958836277,46.0,3.6159960000004503,0.05722644576178444,True,False
ENSG00000163946,timeout(3600s),not_requested,ok,23,1675,253.0,0.2137,0.7346,0.2909,0.050884761904761905,0.23917190476190475,0.20850000000000002,210.0,-27744.663633,46,0.25389,2.88304,3.323524,0.6497,2.559,0.0008,0.0033,0.2539,0.0691,0.2724,0.2539,0.5801999999999999,2.2831,0.2541281590819499,44,,,,,,,,,,,,,,,,,,,,
ENSG00000164080,ok,not_requested,ok,24,1465,276.0,0.1041,1.0252,0.1015,0.03743679653679654,0.34279177489177487,0.0618,231.0,-25882.385173,48,0.12515,2.86483,3.674451,0.4229,3.3788,0.0003,0.0025,0.1252,0.012,0.0961,0.1252,0.4107,3.2799,0.12521723223269002,46,-25882.385177,49.0,0.4229,3.3788,0.12515,1.93643,0.0003,0.0025,0.1252,0.0,0.0,1.9364,0.4227,3.376,0.125207345971564,46.0,-8.000002708286047e-06,1.0,True,False
ENSG00000164342,ok,not_requested,ok,23,903,253.0,0.3795,1.9071,0.199,0.11154238095238095,0.4956014285714286,0.2434,210.0,-23614.670808,46,0.22101,3.02716,7.466469,1.2395,5.6082,0.0012,0.0054,0.221,0.0512,0.2315,0.221,1.1871,5.3715,0.2209997207483943,44,-23614.670808,47.0,1.2395,5.6082,0.22101,11.81738,0.0012,0.0054,0.221,0.0,0.0,11.8174,1.2383,5.603,0.2210066036052115,44.0,0.0,1.0,True,False
ENSG00000164548,ok,not_requested,ok,22,279,231.0,0.008,0.5219,0.0153,0.044581052631578945,0.2869663157894737,0.0234,190.0,-4107.232002,44,0.04093,2.48533,6.347001,0.2962,7.2381,0.0003,0.008,0.0409,0.0025,0.0603,0.0409,0.2936,7.1699,0.040948967210142406,42,-4098.370966,45.0,0.2894,5.5693,0.05695,0.0001,0.0004,0.0077,0.057,0.0,0.4886,0.0001,0.2889,5.0733,0.05694518360830229,42.0,17.72207199999866,2.5564307700743186e-05,True,False
ENSG00000164761,ok,not_requested,ok,24,390,276.0,0.24,1.2068,0.1989,0.06518311688311688,0.6737835497835498,0.1002,231.0,-8669.505726,48,0.12394,2.41095,5.547115,0.6686,5.3946,0.0013,0.0106,0.1239,0.0468,0.378,0.1239,0.6202,5.006,0.12389133040351577,46,-8668.38482,49.0,0.6697,5.2947,0.12053,10.84021,0.0013,0.0107,0.1205,0.0319,0.0029,10.8402,0.6365000000000001,5.281,0.12052641545161903,46.0,2.241812000000209,0.13432349125406953,True,False
ENSG00000164880,ok,not_requested,ok,23,2184,253.0,0.0755,1.581,0.0478,0.05366380952380952,1.230904761904762,0.0429,210.0,-46730.535808,46,0.04608,4.46772,6.090617,0.4166,9.0403,0.0014,0.0305,0.0461,0.009,0.1961,0.0461,0.4058,8.8137,0.0460419574072183,44,-46730.535811,47.0,0.4166,9.0403,0.04608,0.28176,0.0014,0.0305,0.0461,0.0,0.0,0.2818,0.4149,9.0098,0.04604985682257098,44.0,-6.000002031214535e-06,1.0,True,False
ENSG00000164935,ok,not_requested,ok,24,455,276.0,0.3248,1.0138,0.3204,0.15446580086580086,0.5017558441558442,0.3154,231.0,-12916.93459,48,0.31642,3.65257,7.544704,1.5181,4.7978,0.0013,0.0042,0.3164,0.0866,0.2737,0.3164,1.4299,4.5199,0.3163565565609859,46,-12914.032986,49.0,1.5144,4.9229,0.3265,0.20899,0.0014,0.0042,0.3265,0.1652,0.7906,0.209,1.348,4.128,0.32655038759689925,46.0,5.803208000001177,0.015996962086707017,True,False
ENSG00000164961,timeout(3600s),not_requested,ok,24,1159,276.0,0.051,1.0188,0.05,0.017722943722943724,0.4057181818181818,0.0331,231.0,-20569.109914,48,0.05242,2.67344,5.004718,0.2771,5.286,0.0003,0.0063,0.0524,0.0194,0.3693,0.0524,0.2576,4.9101,0.05246328995336144,46,,,,,,,,,,,,,,,,,,,,
ENSG00000164975,ok,not_requested,ok,23,408,253.0,0.1623,0.7015,0.2313,0.06361333333333333,0.3838695238095238,0.16399999999999998,210.0,-8592.470565,46,0.17593,2.65278,4.714973,0.6895,3.9195,0.0007,0.0042,0.1759,0.0344,0.1957,0.1759,0.6544,3.7194000000000003,0.1759423562940259,44,-8591.828542,47.0,0.6906,3.8811,0.17242,13.99424,0.0007,0.0042,0.1724,0.0217,0.0015,13.9942,0.6679,3.8751,0.17235684240406698,44.0,1.2840460000006715,0.25714810330643234,True,False
ENSG00000165124,timeout(3600s),not_requested,ok,24,3569,276.0,0.1561,0.9142,0.1708,0.08271082251082251,0.4341168831168831,0.2015,231.0,-79275.661545,48,0.19334,3.00666,4.866632,0.7504,3.8811,0.0009,0.0046,0.1933,0.0435,0.2252,0.1933,0.7059,3.6511,0.1933389937279176,46,,,,,,,,,,,,,,,,,,,,
ENSG00000165282,ok,not_requested,ok,24,1087,276.0,0.3177,2.7568,0.1152,0.09288268398268398,0.33704545454545454,0.2802,231.0,-24538.688986,48,0.22753,3.8173,6.039473,0.9691,4.2593,0.001,0.0046,0.2275,0.0597,0.2623,0.2275,0.9089,3.9922,0.22766895446119936,46,-24532.456021,49.0,0.9665,4.5538,0.23582,0.06179,0.0011,0.0046,0.2358,0.0381,0.6172,0.0618,0.9276,3.932,0.23591047812817903,46.0,12.46592999999848,0.0004144421259297025,True,False
ENSG00000165724,ok,not_requested,ok,24,211,276.0,0.0173,1.8897,0.0091,0.03107878787878788,0.9812761904761905,0.01965,231.0,-4034.364665,48,0.02741,2.87764,8.695814,0.3253,11.8656,0.0006,0.0202,0.0274,0.0087,0.3156,0.0274,0.3163,11.5295,0.027433973719588882,46,-4034.364666,49.0,0.3253,11.8654,0.02741,0.48306,0.0006,0.0202,0.0274,0.0,0.0,0.4831,0.3249,11.8449,0.027429526631714916,46.0,-1.99999976757681e-06,1.0,True,False
ENSG00000165929,ok,not_requested,ok,24,488,276.0,0.1297,0.9199,0.141,0.058937229437229434,0.35706839826839826,0.1703,231.0,-9966.898651,48,0.17916,3.39608,4.207559,0.6498,3.6267,0.0016,0.0091,0.1792,0.0479,0.2672,0.1792,0.6001,3.3505,0.17910759588121175,46,-9966.007474,49.0,0.6488,3.6519,0.18323,0.0001,0.0017,0.009,0.1832,0.0,0.111,0.0001,0.647,3.5319,0.18318751946544354,46.0,1.7823539999990317,0.18186053428318283,True,False
ENSG00000166192,ok,not_requested,ok,21,212,210.0,0.1365,0.9558,0.1428,0.04533567251461988,0.32542748538011695,0.1454,171.0,-3511.937865,42,0.15308,3.41769,3.532603,0.4626,3.0219,0.0013,0.0083,0.1531,0.0429,0.28,0.1531,0.4184,2.7336,0.1530582382206614,40,-3511.354296,43.0,0.4617,3.068,0.15861,0.0001,0.0013,0.0082,0.1586,0.0,0.1568,0.0001,0.4602,2.9031000000000002,0.15852020254211013,40.0,1.1671379999997953,0.27999008574054846,True,False
ENSG00000166342,ok,not_requested,ok,24,532,276.0,0.1172,0.7055,0.1661,0.052298701298701296,0.28472597402597405,0.1462,231.0,-8371.423891,48,0.06103,2.26536,3.372337,0.2253,3.6913,0.0001,0.0021,0.061,0.0095,0.1558,0.061,0.2159,3.5335,0.061100891467383615,46,-8366.614439,49.0,0.2252,3.6638,0.056,0.10957,0.0001,0.0022,0.056,0.0409,0.3737,0.1096,0.1838,3.2879,0.0559019434897655,46.0,9.61890399999902,0.0019258463009929313,True,False
ENSG00000166780,ok,not_requested,ok,24,203,276.0,0.2455,1.4479,0.1695,0.03382034632034632,0.3723437229437229,0.06245,231.0,-4309.968486,48,0.10846,1.86101,6.439817,0.7681,7.082,0.0,0.0,0.1085,0.0871,0.8033,0.1085,0.6812,6.2787,0.10849379648653384,46,-4309.968486,49.0,0.7681,7.0819,0.10846,9.46891,0.0,0.0,0.1085,0.0,0.0,9.4689,0.7683,7.0819,0.10848783518547282,46.0,0.0,1.0,True,False
ENSG00000166889,ok,not_requested,ok,24,766,276.0,0.0809,1.0126,0.0799,0.03836709956709957,0.3334212121212121,0.0887,231.0,-13902.260755,48,0.11905,2.97164,3.839192,0.396,3.3264,0.0007,0.0059,0.119,0.0308,0.2584,0.119,0.3644,3.0622,0.11899941218731631,46,-13902.260756,49.0,0.396,3.3264,0.11905,0.95645,0.0007,0.0059,0.119,0.0,0.0,0.9565,0.3951,3.3205999999999998,0.11898452086972235,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000167085,ok,not_requested,ok,24,267,276.0,0.0061,1.8221,0.0033,0.05501341991341991,0.47335844155844153,0.0173,231.0,-5960.482105,48,0.06961,2.58921,8.70296,0.6327,9.0896,0.0006,0.0079,0.0696,0.0139,0.2003,0.0696,0.6181,8.881,0.06959801824118905,46,-5929.636382,49.0,0.6352,8.7665,0.08716,0.0022,0.0007,0.0076,0.0872,0.0033,1.5167,0.0022,0.6311,7.2421999999999995,0.0871420286653227,46.0,61.691446000000724,4.017216990212655e-15,True,False
ENSG00000167693,ok,not_requested,ok,21,434,210.0,0.0235,1.3479,0.0174,0.008405263157894737,0.40139122807017547,0.0163,171.0,-7502.12049,42,0.0979,1.92283,4.17697,0.4779,4.8814,0.0008,0.0081,0.0979,0.0197,0.201,0.0979,0.4574,4.6725,0.09789192081326911,40,-7488.54385,43.0,0.4817,4.9336,0.10983,0.01839,0.0009,0.0078,0.1098,0.0121,0.6575,0.0184,0.4687,4.2681000000000004,0.10981467163374803,40.0,27.15328000000045,1.879460588535034e-07,True,False
ENSG00000167992,ok,not_requested,ok,21,947,210.0,0.2083,0.9169,0.2272,0.10805964912280702,0.49914912280701756,0.2112,171.0,-22529.21467,42,0.25097,3.39388,5.905084,1.0651,4.2441,0.0019,0.0074,0.251,0.0571,0.2276,0.251,1.0062,4.0091,0.25097902272330447,40,-22528.564755,43.0,1.0639,4.264,0.25393,0.0001,0.0019,0.0074,0.2539,0.0,0.0742,0.0001,1.0619,4.1827,0.2538790733258422,40.0,1.299830000003567,0.2542442783902815,True,False
ENSG00000168016,timeout(3600s),not_requested,ok,22,2971,231.0,0.2491,2.2195,0.1123,0.08152684210526316,0.47392526315789474,0.1659,190.0,-66023.253531,44,0.181,3.16942,5.762413,0.8923,4.93,0.0006,0.0031,0.181,0.0609,0.3366,0.181,0.8306,4.5903,0.1809467790776202,42,,,,,,,,,,,,,,,,,,,,
ENSG00000168038,ok,not_requested,ok,23,1252,253.0,0.0722,0.6237,0.1157,0.02263142857142857,0.5065742857142858,0.042300000000000004,210.0,-26867.894579,46,0.19061,2.84772,5.401658,0.8121,4.2605,0.0017,0.0088,0.1906,0.0429,0.2249,0.1906,0.7676,4.0268,0.19062282705870667,44,-26859.436029,47.0,0.8153,4.2087,0.1828,0.33928,0.0016,0.0089,0.1828,0.0997,0.2938,0.3393,0.7139,3.9059,0.18277477661998515,44.0,16.917099999998754,3.904822913731733e-05,True,False
ENSG00000168143,ok,not_requested,ok,24,1008,276.0,0.1751,1.3179,0.1328,0.10506839826839827,0.5866402597402597,0.2047,231.0,-23566.970333,48,0.16238,2.76516,5.747111,0.8188,5.0422,0.0014,0.0084,0.1624,0.0333,0.2048,0.1624,0.7841,4.8291,0.16236979975564805,46,-23566.970334,49.0,0.8188,5.0422,0.16238,1.72103,0.0014,0.0084,0.1624,0.0,0.0,1.721,0.8174,5.0338,0.1623822956811951,46.0,-2.0000006770715117e-06,1.0,True,False
ENSG00000168237,ok,not_requested,ok,23,522,253.0,0.1738,0.8942,0.1944,0.09202142857142857,0.49819619047619046,0.17795,210.0,-12895.388402,46,0.1723,4.69327,6.219344,0.8569,4.9737,0.0008,0.0046,0.1723,0.0321,0.1862,0.1723,0.8238,4.783,0.17223499895463096,44,-12892.48545,47.0,0.8557,5.0941,0.17817,0.10895,0.0008,0.0046,0.1782,0.0817,0.7496,0.109,0.7732,4.34,0.17815668202764978,44.0,5.805904000000737,0.015972454408026287,True,False
ENSG00000168280,ok,not_requested,ok,24,956,276.0,0.023,1.29,0.0178,0.01304155844155844,0.43292380952380954,0.0182,231.0,-15180.860105,48,0.02862,2.04086,3.815682,0.1439,5.0266,0.0001,0.0027,0.0286,0.0006,0.0208,0.0286,0.1431,5.0031,0.02860226659471128,46,-15166.316807,49.0,0.1445,5.2756,0.03276,0.0106,0.0001,0.0026,0.0328,0.0135,1.2768,0.0106,0.1308,3.9962,0.03273109453981282,46.0,29.08659600000101,6.921420539951422e-08,True,False
ENSG00000168874,ok,not_requested,ok,23,315,253.0,0.1102,1.5539,0.0709,0.026670952380952382,0.4362457142857143,0.04945,210.0,-6546.392457,46,0.15587,2.24968,5.362802,0.8096,5.1943,0.0019,0.0123,0.1559,0.0238,0.1529,0.1559,0.7837,5.029,0.15583615032809703,44,-6543.593747,47.0,0.8166,5.0953,0.14881,0.40314,0.0019,0.0125,0.1488,0.0926,0.2297,0.4031,0.7223,4.8528,0.1488419057039235,44.0,5.5974200000000565,0.0179869467616934,True,False
ENSG00000169679,ok,not_requested,ok,23,1084,253.0,0.2882,0.9302,0.3099,0.12645714285714285,0.49046666666666666,0.26539999999999997,210.0,-29405.032675,46,0.30336,3.31606,6.941389,1.4028,4.6244,0.0011,0.0036,0.3034,0.0524,0.1728,0.3034,1.3493,4.448,0.30334982014388484,44,-29404.153464,47.0,1.401,4.657,0.30679,0.0001,0.0011,0.0036,0.3068,0.0,0.0903,0.0001,1.3998,4.5629,0.30677858379539324,44.0,1.7584219999989728,0.18482146305389766,True,False
ENSG00000169744,ok,not_requested,ok,23,373,253.0,0.0136,0.529,0.0256,0.04343,0.4251128571428571,0.0461,210.0,-6710.097448,46,0.13103,1.64245,4.113491,0.5359,4.0901,0.0007,0.0055,0.131,0.0102,0.0777,0.131,0.5249,4.0068,0.13100229609663572,44,-6695.02982,47.0,0.539,4.0778,0.14129,0.0111,0.0008,0.0054,0.1413,0.0032,0.2852,0.0111,0.5351,3.7873,0.14128798880468935,44.0,30.13525600000139,4.0293892708662587e-08,True,False
ENSG00000170385,ok,not_requested,ok,24,498,276.0,0.1734,0.58,0.299,0.06426320346320347,0.3041064935064935,0.2308,231.0,-9892.448888,48,0.31078,2.14374,4.161356,0.8583,2.7617,0.0013,0.0041,0.3108,0.0315,0.1013,0.3108,0.8252,2.6561,0.31068107375475323,46,-9891.863629,49.0,0.8586,2.7551,0.30484,0.3716,0.0013,0.0041,0.3048,0.1043,0.2807,0.3716,0.753,2.4702,0.30483361671119746,46.0,1.1705180000026303,0.2792948310279367,True,False
ENSG00000170502,ok,not_requested,ok,23,349,253.0,0.1155,0.8498,0.1359,0.06231285714285714,0.4401390476190476,0.19865,210.0,-6694.180941,46,0.16349,2.30998,3.850884,0.5472,3.347,0.0021,0.0129,0.1635,0.0354,0.2167,0.1635,0.5094,3.1177,0.1633896782884819,44,-6691.504018,47.0,0.5455,3.4147,0.1728,0.03604,0.0022,0.0127,0.1728,0.0117,0.3255,0.036,0.5314,3.0765,0.17272875020315295,44.0,5.353845999999976,0.020676613513786513,True,False
ENSG00000170955,ok,not_requested,ok,24,258,276.0,0.2202,3.4767,0.0633,0.06129004329004329,0.6160506493506493,0.0936,231.0,-6107.796343,48,0.13277,2.78245,6.493278,0.8665,6.5266,0.001,0.0076,0.1328,0.0155,0.1166,0.1328,0.8499,6.4025,0.13274502147598594,46,-6107.796343,49.0,0.8665,6.5266,0.13277,7.25679,0.001,0.0076,0.1328,0.0,0.0,7.2568,0.8654000000000001,6.5191,0.13274838551333773,46.0,0.0,1.0,True,False
ENSG00000171357,ok,not_requested,ok,21,238,210.0,0.2465,2.0747,0.1188,0.06908771929824561,0.4588391812865497,0.14834999999999998,171.0,-4839.641071,42,0.16135,3.14124,5.467166,0.8214,5.0908,0.0006,0.0039,0.1614,0.0716,0.4439,0.1614,0.7491,4.6431,0.16133617626154942,40,-4839.641071,43.0,0.8214,5.0908,0.16135,4.11168,0.0006,0.0039,0.1614,0.0,0.0,4.1117,0.8208,5.087,0.161352467072931,40.0,0.0,1.0,True,False
ENSG00000171848,ok,not_requested,ok,19,388,171.0,0.0169,0.8489,0.0199,0.05735955882352941,0.7963639705882353,0.036,136.0,-6685.767386,38,0.07371,2.01966,5.586882,0.4479,6.0763,0.0007,0.0089,0.0737,0.004,0.0543,0.0737,0.4433,6.0133,0.07371992084213327,36,-6685.767387,39.0,0.4479,6.0764,0.07371,1.49599,0.0007,0.0089,0.0737,0.0,0.0,1.496,0.44730000000000003,6.0677,0.07371821283188029,36.0,-1.999998858082108e-06,1.0,True,False
ENSG00000172244,ok,not_requested,ok,22,633,231.0,0.3122,0.6944,0.4496,0.13613473684210525,0.3980363157894737,0.35065,190.0,-15229.832824,44,0.36159,3.51287,5.475388,1.2622,3.4908,0.003,0.0082,0.3616,0.0528,0.1461,0.3616,1.2068,3.3364,0.36170722934899896,42,-15229.774101,45.0,1.2614,3.4991,0.36323,0.32106,0.003,0.0081,0.3632,0.0725,0.2259,0.3211,1.1858,3.2652,0.36316305279921596,42.0,0.11744599999656202,0.7318211879110401,True,False
ENSG00000172500,ok,not_requested,ok,23,352,253.0,0.0363,1.5718,0.0231,0.01427952380952381,0.6113138095238095,0.01695,210.0,-5743.708324,46,0.04245,3.80096,3.957055,0.2228,5.2476,0.0002,0.004,0.0425,0.0094,0.2218,0.0425,0.21309999999999998,5.022,0.04243329350856232,44,-5743.302149,47.0,0.2228,5.3154,0.04361,0.03254,0.0002,0.0039,0.0436,0.0266,0.816,0.0325,0.196,4.4954,0.04360012457178449,44.0,0.8123500000001513,0.36742638336828726,True,False
ENSG00000172671,ok,not_requested,ok,22,706,231.0,0.3003,1.5526,0.1934,0.13153842105263158,0.5119436842105263,0.27059999999999995,190.0,-16835.318904,44,0.28281,2.81553,6.089581,1.2201,4.3143,0.0019,0.0067,0.2828,0.0491,0.1736,0.2828,1.1692,4.1341,0.28281850947001763,42,-16825.929413,45.0,1.2156,4.4458,0.30038,0.17004,0.0019,0.0065,0.3004,0.1563,0.9194,0.17,1.0574,3.5201,0.3003891934888213,42.0,18.778981999996176,1.4677576936673325e-05,True,False
